RecordID,HospitalID,DeptID,MonthStart,TotalCost,BilledAmount,InsuranceCoveragePct,ProfitMargin
28286,2,11,2024-11-01,3549412.18,3510104.88,0.71,-0.0112
28287,10,78,2023-02-01,3985595.36,4032998.72,0.61,0.0118
28288,8,64,2023-01-01,529366.1,484662.31,0.3,-0.0922
28289,1,4,2025-03-01,2346134.02,2609490.3,0.65,0.1009
28290,9,66,2025-03-01,1810224.59,2292461.32,0.73,0.2104
28291,7,54,2023-12-01,1302014.66,1334565.29,0.88,0.0244
28292,2,16,2021-02-01,1368101.85,1962516.57,0.48,0.3029
28293,5,40,2023-04-01,4027224.6,3743164.09,0.89,-0.0759
28294,9,72,2024-07-01,964003.83,1127367.47,0.88,0.1449
28295,6,48,2025-03-01,1907439.46,1837700.36,0.92,-0.0379
28296,2,13,2024-12-01,4344572.34,6465137.78,0.69,0.328
28297,8,57,2023-10-01,4739261.81,7075605.65,0.42,0.3302
28298,6,48,2025-10-01,3087675.72,3358993.31,0.75,0.0808
28299,5,33,2023-05-01,4093576.42,4641253.68,0.81,0.118
28300,9,66,2021-05-01,4748603.64,6152204.05,0.4,0.2281
28301,4,25,2024-03-01,3575398.99,4279573.68,0.39,0.1645
28302,8,63,2025-09-01,2674841.35,3867604.72,0.73,0.3084
28303,4,27,2020-10-01,1662961.92,1632687.42,0.25,-0.0185
28304,3,24,2023-11-01,3656761.45,3323349.58,0.35,-0.1003
28305,8,61,2021-02-01,3148412.87,4041349.16,0.3,0.221
28306,6,46,2023-07-01,101459.92,106264.56,0.68,0.0452
28307,9,71,2023-04-01,2263805.45,2847109.23,0.48,0.2049
28308,9,67,2023-05-01,3666715.21,4805248.11,0.42,0.2369
28309,1,1,2021-08-01,653446.01,643380.07,0.3,-0.0156
28310,5,35,2025-09-01,3291084.74,4537943.78,0.62,0.2748
28311,4,30,2023-07-01,793633.9,716344.85,0.79,-0.1079
28312,4,32,2023-02-01,633776.79,626253.02,0.43,-0.012
28313,5,38,2020-11-01,808086.21,837790.31,0.29,0.0355
28314,3,19,2025-07-01,1233562.83,1626621.16,0.58,0.2416
28315,4,32,2021-11-01,1904326.5,1739594.98,0.36,-0.0947
28316,1,3,2022-10-01,899663.63,1019271.21,0.29,0.1173
28317,1,6,2022-07-01,3031206.77,3969055.41,0.75,0.2363
28318,4,31,2023-09-01,1210156.32,1238589.07,0.61,0.023
28319,7,51,2021-04-01,3077053.21,3638895.8,0.8,0.1544
28320,9,65,2022-09-01,3575489.08,5231417.68,0.73,0.3165
28321,5,35,2022-04-01,1118880.63,1586947.69,0.45,0.2949
28322,7,51,2022-11-01,3035217.49,4244652.61,0.37,0.2849
28323,4,30,2022-03-01,672677.65,623315.74,0.42,-0.0792
28324,2,9,2022-05-01,4042259.18,5491231.2,0.73,0.2639
28325,2,13,2023-12-01,1011364.71,1034108.52,0.33,0.022
28326,9,69,2024-06-01,3348849.95,3818299.54,0.79,0.1229
28327,5,34,2020-06-01,4131833.53,4048944.15,0.53,-0.0205
28328,2,10,2025-01-01,1567189.01,2169129.32,0.61,0.2775
28329,3,23,2024-08-01,783934.32,852815.2,0.83,0.0808
28330,1,3,2021-08-01,1797572.61,2413016.53,0.49,0.2551
28331,10,80,2024-03-01,3395014.02,4718581.6,0.44,0.2805
28332,6,41,2025-02-01,562389.69,773573.11,0.37,0.273
28333,10,75,2025-05-01,600473.77,569450.83,0.52,-0.0545
28334,8,57,2025-09-01,1629830.34,1650903.66,0.54,0.0128
28335,4,25,2020-12-01,2777642.56,2752145.86,0.27,-0.0093
28336,9,72,2022-11-01,729429.91,657260.58,0.52,-0.1098
28337,3,17,2025-07-01,1148112.21,1259038.82,0.31,0.0881
28338,5,38,2022-11-01,1115937.06,1254559.56,0.8,0.1105
28339,8,63,2020-03-01,1087358.37,1519724.89,0.42,0.2845
28340,9,67,2022-04-01,1385563.38,1830559.65,0.22,0.2431
28341,7,49,2021-07-01,3225666.72,3794232.4,0.8,0.1498
28342,10,78,2020-07-01,964316.21,1297164.82,0.81,0.2566
28343,8,60,2021-04-01,2716957.75,3539835.28,0.66,0.2325
28344,4,29,2023-03-01,142938.35,157004.48,0.95,0.0896
28345,1,3,2023-09-01,1071065.35,1259267.35,0.49,0.1495
28346,5,39,2020-05-01,4811616.73,5548128.58,0.53,0.1327
28347,7,55,2020-10-01,2706111.28,3413470.82,0.29,0.2072
28348,1,6,2024-09-01,4712290.5,5519673.27,0.46,0.1463
28349,3,17,2025-09-01,972162.77,1000009.45,0.39,0.0278
28350,5,39,2020-01-01,1811431.48,1786294.95,0.9,-0.0141
28351,10,75,2025-02-01,596111.14,784244.7,0.88,0.2399
28352,4,30,2024-01-01,3997538.77,4580325.16,0.7,0.1272
28353,9,69,2021-11-01,1816206.69,2497188.71,0.72,0.2727
28354,7,55,2024-10-01,3657528.93,5216503.74,0.82,0.2989
28355,4,25,2020-12-01,4907260.41,6345170.82,0.95,0.2266
28356,9,68,2022-10-01,3223782.48,4592044.08,0.81,0.298
28357,9,70,2021-04-01,487815.9,574726.45,0.85,0.1512
28358,3,18,2023-06-01,1470367.67,2141906.25,0.46,0.3135
28359,10,74,2020-01-01,3729363.72,4862975.15,0.86,0.2331
28360,9,67,2022-04-01,4189262.6,5441932.55,0.47,0.2302
28361,9,67,2021-04-01,2588984.31,3650407.35,0.8,0.2908
28362,8,63,2024-09-01,3330331.14,3421199.99,0.48,0.0266
28363,4,25,2025-03-01,4832825.65,6200876.15,0.83,0.2206
28364,1,6,2020-09-01,4383522.2,6255411.73,0.94,0.2992
28365,10,73,2024-04-01,3727919.35,4006709.0,0.59,0.0696
28366,5,33,2024-08-01,1254996.67,1265787.09,0.67,0.0085
28367,1,8,2023-05-01,2912371.36,4352643.71,0.26,0.3309
28368,8,60,2022-10-01,252621.51,355082.9,0.25,0.2886
28369,8,63,2020-12-01,1477112.4,1710281.23,0.59,0.1363
28370,5,39,2022-08-01,2235485.62,2144212.74,0.87,-0.0426
28371,7,52,2023-11-01,1902171.96,2551344.26,0.87,0.2544
28372,9,72,2022-11-01,1015065.37,965404.4,0.55,-0.0514
28373,4,26,2023-08-01,1458175.51,2031655.79,0.57,0.2823
28374,6,48,2024-02-01,3119353.87,3482481.38,0.74,0.1043
28375,9,72,2023-08-01,2479832.08,3058033.2,0.8,0.1891
28376,5,36,2021-11-01,1982759.43,2823092.71,0.2,0.2977
28377,5,34,2025-09-01,554738.32,728692.24,0.71,0.2387
28378,8,59,2025-09-01,3713951.11,3823282.44,0.64,0.0286
28379,7,49,2021-11-01,1973875.28,1874367.12,0.79,-0.0531
28380,7,55,2022-02-01,4388217.6,5350301.31,0.45,0.1798
28381,8,62,2024-02-01,2034374.3,2067946.0,0.24,0.0162
28382,8,60,2025-02-01,3190264.67,3387776.34,0.58,0.0583
28383,5,37,2023-07-01,3101265.64,2871282.51,0.37,-0.0801
28384,1,3,2021-12-01,2671795.45,2497798.32,0.25,-0.0697
28385,4,27,2022-04-01,4783058.29,6671022.32,0.5,0.283
28386,9,69,2023-12-01,565086.7,814623.55,0.37,0.3063
28387,1,2,2024-11-01,3031757.62,3574056.52,0.73,0.1517
28388,8,57,2023-12-01,3796125.15,3725209.28,0.55,-0.019
28389,8,57,2024-03-01,2709430.81,4035492.17,0.94,0.3286
28390,6,44,2025-03-01,1174947.92,1712962.48,0.71,0.3141
28391,7,50,2022-10-01,2292088.98,3313623.47,0.94,0.3083
28392,3,17,2020-05-01,3228918.18,3381689.65,0.41,0.0452
28393,8,59,2025-01-01,1057530.62,1122762.36,0.87,0.0581
28394,8,64,2022-05-01,3232872.8,4357975.31,0.39,0.2582
28395,10,79,2023-12-01,2581016.67,2936742.77,0.88,0.1211
28396,2,9,2020-08-01,555560.51,798026.43,0.26,0.3038
28397,1,2,2024-08-01,1847284.73,2284530.0,0.92,0.1914
28398,6,46,2021-05-01,4347150.89,6099244.06,0.79,0.2873
28399,9,65,2020-02-01,3163153.18,4224622.36,0.89,0.2513
28400,5,40,2024-10-01,4779094.34,6939851.14,0.55,0.3114
28401,1,2,2020-04-01,4691298.19,5795800.03,0.58,0.1906
28402,1,3,2022-12-01,4755304.43,6359615.36,0.76,0.2523
28403,2,12,2021-06-01,2496983.15,2754330.14,0.8,0.0934
28404,9,72,2023-04-01,1645445.48,2114068.91,0.26,0.2217
28405,4,26,2025-04-01,3763955.5,5163923.46,0.21,0.2711
28406,8,58,2025-06-01,2508378.78,2552498.6,0.47,0.0173
28407,10,77,2024-08-01,1955327.37,2855524.25,0.8,0.3152
28408,3,20,2024-06-01,1367176.19,1839955.51,0.71,0.257
28409,6,41,2023-07-01,371676.44,480814.82,0.79,0.227
28410,2,13,2022-06-01,1931041.82,2037941.03,0.7,0.0525
28411,6,43,2021-05-01,308140.99,309251.88,0.37,0.0036
28412,3,17,2025-04-01,1453784.38,1479855.01,0.5,0.0176
28413,3,22,2021-10-01,4777779.99,4980893.79,0.65,0.0408
28414,9,70,2023-07-01,4842043.75,6137597.33,0.48,0.2111
28415,1,5,2020-12-01,3959349.46,5679161.78,0.73,0.3028
28416,9,69,2021-01-01,3100067.32,2945431.96,0.2,-0.0525
28417,5,35,2021-06-01,591538.41,851950.42,0.48,0.3057
28418,1,1,2025-01-01,4057132.47,4707608.8,0.57,0.1382
28419,1,1,2022-11-01,715398.8,724554.25,0.53,0.0126
28420,3,22,2023-12-01,4077096.73,3979151.62,0.9,-0.0246
28421,1,1,2025-10-01,211362.13,302007.03,0.7,0.3001
28422,4,31,2025-01-01,1133424.34,1246608.89,0.64,0.0908
28423,8,57,2023-07-01,3000975.59,3914134.03,0.75,0.2333
28424,1,8,2021-12-01,1246753.17,1636123.8,0.82,0.238
28425,8,59,2023-06-01,2052781.5,2263207.43,0.45,0.093
28426,10,80,2021-06-01,1522042.06,2275813.46,0.67,0.3312
28427,8,61,2021-07-01,948285.04,1181911.39,0.46,0.1977
28428,5,34,2025-10-01,4507251.1,4110114.26,0.3,-0.0966
28429,8,62,2021-02-01,3855984.18,4286058.56,0.4,0.1003
28430,9,71,2024-11-01,489084.33,721813.16,0.65,0.3224
28431,4,32,2024-03-01,888255.1,966054.71,0.28,0.0805
28432,4,25,2025-10-01,1605317.2,1778881.15,0.41,0.0976
28433,10,76,2024-07-01,1848173.65,1779437.55,0.52,-0.0386
28434,5,40,2021-05-01,855444.76,1179103.32,0.82,0.2745
28435,3,21,2023-02-01,2574591.68,3529257.22,0.69,0.2705
28436,3,19,2020-08-01,3682823.5,3631589.36,0.64,-0.0141
28437,6,41,2021-03-01,2238657.99,2893946.01,0.94,0.2264
28438,9,69,2020-01-01,4987720.23,7069475.51,0.21,0.2945
28439,2,11,2021-12-01,2434112.92,3408319.47,0.32,0.2858
28440,6,48,2021-02-01,208283.09,211954.13,0.22,0.0173
28441,10,75,2020-11-01,4131543.46,4070601.97,0.37,-0.015
28442,2,9,2024-07-01,2761921.2,3159120.18,0.81,0.1257
28443,9,70,2025-09-01,4828445.14,6733211.36,0.26,0.2829
28444,4,29,2021-07-01,2019043.34,2397424.93,0.81,0.1578
28445,6,48,2022-02-01,3576217.87,3418242.46,0.73,-0.0462
28446,4,25,2022-08-01,3321946.73,4296647.63,0.43,0.2269
28447,4,28,2021-02-01,1061872.35,1420156.66,0.2,0.2523
28448,7,50,2023-10-01,4310858.31,5567298.73,0.48,0.2257
28449,3,23,2020-12-01,1425732.8,1538869.38,0.94,0.0735
28450,5,39,2021-08-01,117487.77,121951.01,0.94,0.0366
28451,5,33,2022-06-01,3737901.02,5248166.27,0.79,0.2878
28452,2,9,2021-06-01,4264620.21,4091925.95,0.43,-0.0422
28453,7,51,2025-07-01,231416.83,316555.66,0.2,0.269
28454,3,19,2020-11-01,594857.4,739328.15,0.95,0.1954
28455,10,74,2024-08-01,1041992.49,1551705.5,0.76,0.3285
28456,2,15,2021-06-01,724394.83,814616.46,0.39,0.1108
28457,5,36,2024-09-01,1760535.56,1632464.49,0.29,-0.0785
28458,5,37,2023-07-01,4301581.48,6102610.76,0.73,0.2951
28459,6,48,2022-09-01,1255892.81,1718986.54,0.25,0.2694
28460,7,56,2021-05-01,3652056.81,3474891.59,0.93,-0.051
28461,2,13,2024-05-01,1568752.96,2303966.32,0.9,0.3191
28462,3,19,2025-07-01,3320187.41,3602576.71,0.69,0.0784
28463,4,32,2020-07-01,732325.11,905282.93,0.86,0.1911
28464,9,72,2022-11-01,2235492.2,2012547.87,0.58,-0.1108
28465,1,1,2024-12-01,4351967.86,6421748.9,0.27,0.3223
28466,9,68,2025-07-01,3636513.76,4666632.25,0.29,0.2207
28467,2,10,2020-09-01,614665.51,769487.4,0.55,0.2012
28468,2,13,2022-08-01,4059979.5,5739319.57,0.26,0.2926
28469,7,54,2022-07-01,1764673.77,2167433.45,0.64,0.1858
28470,2,16,2020-04-01,3081386.67,2851793.2,0.45,-0.0805
28471,1,4,2024-12-01,1519120.58,2073004.37,0.37,0.2672
28472,5,34,2020-03-01,2290968.6,3170529.71,0.82,0.2774
28473,5,33,2022-09-01,4811187.67,4474267.27,0.78,-0.0753
28474,5,39,2021-06-01,3801476.19,3902916.88,0.33,0.026
28475,10,75,2025-09-01,237497.3,280733.23,0.51,0.154
28476,2,13,2024-02-01,149886.16,138318.29,0.32,-0.0836
28477,10,75,2022-03-01,104089.1,119374.89,0.59,0.128
28478,4,31,2020-12-01,2888637.15,3536661.13,0.46,0.1832
28479,7,49,2025-08-01,4178394.56,5356638.42,0.85,0.22
28480,9,69,2020-08-01,668609.62,612543.32,0.79,-0.0915
28481,3,21,2020-03-01,552462.74,807107.12,0.68,0.3155
28482,5,33,2025-07-01,930428.18,966635.1,0.74,0.0375
28483,4,25,2023-11-01,455715.57,458176.15,0.33,0.0054
28484,10,73,2022-11-01,601088.86,777645.55,0.39,0.227
28485,7,51,2021-12-01,853833.45,1125445.91,0.56,0.2413
28486,4,25,2025-03-01,3077353.49,3524390.76,0.46,0.1268
28487,3,20,2020-03-01,4071505.9,5487312.46,0.49,0.258
28488,1,6,2024-02-01,2598229.23,3007006.77,0.37,0.1359
28489,5,38,2024-08-01,2258057.99,3070210.29,0.28,0.2645
28490,4,30,2024-03-01,3566074.95,3485277.26,0.29,-0.0232
28491,1,4,2023-01-01,2994860.72,4442367.45,0.86,0.3258
28492,7,52,2024-12-01,1559929.68,1696475.35,0.28,0.0805
28493,3,18,2025-01-01,2014974.63,2799246.84,0.28,0.2802
28494,7,55,2024-06-01,1776880.19,2329861.85,0.21,0.2373
28495,10,79,2025-04-01,3132524.92,4646962.09,0.26,0.3259
28496,8,59,2021-10-01,4169793.21,4252664.92,0.24,0.0195
28497,1,2,2024-01-01,1625816.68,1783520.75,0.87,0.0884
28498,4,26,2024-12-01,3065750.09,2766788.48,0.72,-0.1081
28499,5,37,2024-01-01,4016372.57,5550503.18,0.29,0.2764
28500,5,33,2020-01-01,2478497.67,2472524.8,0.89,-0.0024
28501,9,69,2021-04-01,3437895.6,3135054.61,0.69,-0.0966
28502,1,6,2024-04-01,2153849.69,2918226.63,0.3,0.2619
28503,5,38,2022-08-01,2201005.89,2335819.23,0.27,0.0577
28504,5,36,2020-01-01,3762620.25,5056104.06,0.3,0.2558
28505,6,43,2023-09-01,4225779.72,5615759.48,0.33,0.2475
28506,4,32,2025-05-01,2002660.89,2514211.94,0.85,0.2035
28507,10,77,2022-07-01,752583.84,882820.13,0.33,0.1475
28508,6,43,2025-03-01,2721756.47,4047414.36,0.81,0.3275
28509,1,3,2021-04-01,3569746.76,4271985.09,0.65,0.1644
28510,7,52,2021-05-01,2642102.5,3209993.75,0.46,0.1769
28511,6,42,2022-02-01,2246365.14,2734237.6,0.82,0.1784
28512,10,76,2021-10-01,1642955.02,2000512.81,0.68,0.1787
28513,7,53,2021-11-01,2427663.25,3266914.93,0.72,0.2569
28514,9,71,2020-04-01,4252807.73,4776985.84,0.77,0.1097
28515,5,35,2021-07-01,2512982.01,2351389.68,0.57,-0.0687
28516,9,71,2022-03-01,1470268.7,1713549.8,0.88,0.142
28517,5,40,2022-01-01,1567453.35,1532922.03,0.63,-0.0225
28518,7,51,2022-07-01,549332.4,818056.21,0.3,0.3285
28519,2,10,2023-11-01,4698225.77,6950212.75,0.64,0.324
28520,8,58,2024-05-01,894295.49,1014336.73,0.53,0.1183
28521,5,37,2024-01-01,3769331.99,5079291.19,0.26,0.2579
28522,1,5,2021-05-01,1558566.17,1839995.22,0.56,0.153
28523,10,73,2022-02-01,2315109.37,2921824.21,0.88,0.2076
28524,6,45,2023-07-01,2585082.64,3155990.7,0.28,0.1809
28525,6,45,2022-12-01,461482.6,639533.49,0.75,0.2784
28526,6,48,2024-02-01,3143428.75,3515131.46,0.68,0.1057
28527,1,7,2023-07-01,1479194.5,1763325.45,0.85,0.1611
28528,8,61,2024-09-01,1667010.76,1952544.82,0.79,0.1462
28529,4,25,2025-05-01,1148595.2,1195991.32,0.69,0.0396
28530,4,30,2022-02-01,1244971.41,1124159.93,0.52,-0.1075
28531,2,10,2023-09-01,4033643.17,5007963.45,0.43,0.1946
28532,2,9,2022-04-01,3850667.0,4004917.7,0.22,0.0385
28533,3,19,2020-12-01,1999287.41,1893860.51,0.56,-0.0557
28534,4,30,2024-10-01,1142184.8,1704070.49,0.7,0.3297
28535,9,71,2020-01-01,2471786.4,2561097.32,0.81,0.0349
28536,1,7,2023-05-01,4095934.8,4124179.36,0.45,0.0068
28537,10,75,2023-09-01,4080020.75,4918755.87,0.89,0.1705
28538,2,9,2024-03-01,2700229.76,3873606.58,0.81,0.3029
28539,9,72,2020-12-01,4878138.83,7258138.75,0.84,0.3279
28540,5,34,2024-01-01,919882.21,1029605.83,0.84,0.1066
28541,6,45,2023-01-01,3051466.24,3080018.06,0.59,0.0093
28542,7,55,2021-04-01,2282669.87,3345386.36,0.5,0.3177
28543,6,46,2020-06-01,428379.8,575453.57,0.64,0.2556
28544,9,71,2022-09-01,1385131.7,2042658.88,0.87,0.3219
28545,10,77,2022-02-01,1024566.11,1535921.82,0.64,0.3329
28546,3,24,2023-12-01,3823559.84,3990085.76,0.83,0.0417
28547,8,60,2025-09-01,1483851.19,1661143.33,0.81,0.1067
28548,2,11,2021-11-01,2077712.35,2333452.89,0.27,0.1096
28549,1,1,2020-04-01,3015580.08,3744040.55,0.91,0.1946
28550,5,37,2022-08-01,2717261.43,4041986.19,0.39,0.3277
28551,7,50,2022-12-01,781414.4,960264.62,0.26,0.1863
28552,9,70,2024-01-01,4216357.03,5886840.0,0.52,0.2838
28553,5,38,2025-01-01,2103863.08,2454964.62,0.75,0.143
28554,6,42,2022-12-01,2396361.16,2921852.88,0.45,0.1798
28555,2,16,2020-12-01,1604058.91,2015699.94,0.66,0.2042
28556,3,20,2020-04-01,1868986.22,1852067.06,0.2,-0.0091
28557,10,77,2020-09-01,4555532.27,5646404.12,0.79,0.1932
28558,4,29,2023-06-01,754726.36,781392.16,0.85,0.0341
28559,4,28,2025-07-01,4430684.65,6489918.19,0.44,0.3173
28560,9,72,2022-09-01,2617092.59,2490282.38,0.59,-0.0509
28561,7,54,2021-06-01,1201365.53,1414013.86,0.82,0.1504
28562,2,12,2024-07-01,2385843.83,2343561.59,0.21,-0.018
28563,10,77,2024-05-01,1996096.68,2478665.95,0.82,0.1947
28564,5,37,2021-05-01,1092351.82,1182429.57,0.4,0.0762
28565,3,17,2024-05-01,278376.46,326755.16,0.85,0.1481
28566,4,32,2023-02-01,2296648.31,2688139.6,0.38,0.1456
28567,3,24,2021-11-01,1867945.54,2563978.62,0.7,0.2715
28568,10,76,2022-10-01,2895389.92,3963884.99,0.93,0.2696
28569,4,29,2024-02-01,559645.28,573235.93,0.5,0.0237
28570,5,35,2023-12-01,3623361.8,3661492.74,0.86,0.0104
28571,10,73,2022-06-01,3760556.71,4084566.3,0.44,0.0793
28572,3,18,2023-08-01,763369.07,891602.8,0.78,0.1438
28573,8,60,2021-09-01,3990179.96,4797625.7,0.65,0.1683
28574,3,18,2022-03-01,4546055.8,5734274.42,0.31,0.2072
28575,7,51,2021-01-01,2636506.11,3000140.39,0.48,0.1212
28576,5,33,2024-04-01,4244212.06,5860322.76,0.64,0.2758
28577,3,17,2023-08-01,128511.48,129445.32,0.29,0.0072
28578,6,41,2025-02-01,141790.99,181397.11,0.7,0.2183
28579,1,2,2022-06-01,652099.98,713403.94,0.81,0.0859
28580,1,6,2020-09-01,4484118.63,5235196.3,0.37,0.1435
28581,4,26,2023-01-01,388112.86,540337.03,0.5,0.2817
28582,1,5,2023-07-01,866447.73,914820.7,0.79,0.0529
28583,2,13,2025-05-01,2984542.27,3521853.43,0.37,0.1526
28584,7,56,2020-08-01,2985573.1,3468737.42,0.21,0.1393
28585,2,15,2023-01-01,4576356.59,5406192.12,0.27,0.1535
28586,10,74,2020-02-01,4561605.28,4824030.61,0.54,0.0544
28587,7,54,2025-02-01,1403573.15,1676320.19,0.31,0.1627
28588,5,40,2021-11-01,1676928.79,1833550.67,0.67,0.0854
28589,1,4,2021-10-01,1203051.58,1584139.34,0.95,0.2406
28590,5,38,2023-08-01,2506430.1,2953443.46,0.49,0.1514
28591,8,61,2024-11-01,366060.46,351941.85,0.85,-0.0401
28592,8,61,2022-02-01,2853018.48,3662183.67,0.25,0.221
28593,4,32,2022-04-01,1554651.4,1754550.97,0.22,0.1139
28594,6,42,2021-11-01,629737.61,891271.6,0.91,0.2934
28595,10,73,2020-08-01,4753598.54,5582403.15,0.57,0.1485
28596,6,42,2022-09-01,3897578.16,3899856.01,0.81,0.0006
28597,6,48,2024-02-01,2230423.79,2141640.11,0.66,-0.0415
28598,10,73,2024-09-01,1052234.76,1191484.74,0.61,0.1169
28599,6,41,2025-04-01,143486.13,147871.58,0.92,0.0297
28600,10,78,2022-09-01,2038835.52,2769694.98,0.78,0.2639
28601,2,14,2023-02-01,4021850.29,4376653.28,0.5,0.0811
28602,7,53,2020-05-01,3261853.37,3347154.18,0.28,0.0255
28603,8,59,2022-08-01,1447784.68,1395049.88,0.37,-0.0378
28604,6,43,2022-09-01,4863131.41,5381015.34,0.95,0.0962
28605,6,42,2022-02-01,1800761.74,2378534.96,0.65,0.2429
28606,3,21,2023-11-01,2874479.01,3968069.27,0.56,0.2756
28607,3,23,2024-08-01,4091383.66,4870221.19,0.42,0.1599
28608,3,23,2023-10-01,1724608.52,2564599.2,0.33,0.3275
28609,7,56,2025-06-01,1461072.61,2066092.84,0.74,0.2928
28610,9,66,2023-02-01,3211038.43,3719958.23,0.64,0.1368
28611,4,29,2022-02-01,1786000.29,2110640.25,0.29,0.1538
28612,8,63,2022-06-01,3263305.72,3265265.21,0.26,0.0006
28613,9,69,2020-11-01,1862078.88,1891289.43,0.54,0.0154
28614,6,47,2024-12-01,3943051.97,5453746.5,0.93,0.277
28615,10,77,2021-03-01,2967751.15,4287905.31,0.31,0.3079
28616,8,63,2022-11-01,949547.22,890967.1,0.63,-0.0657
28617,9,68,2024-06-01,4490326.52,4315029.82,0.57,-0.0406
28618,7,51,2024-10-01,1966363.68,2711611.28,0.23,0.2748
28619,6,47,2025-03-01,4211080.61,5855246.6,0.9,0.2808
28620,9,70,2023-04-01,2300049.5,2886370.58,0.55,0.2031
28621,2,14,2020-07-01,849688.58,1061353.76,0.4,0.1994
28622,1,1,2021-05-01,3403297.35,4024243.13,0.32,0.1543
28623,10,78,2021-12-01,3864567.29,3627271.84,0.4,-0.0654
28624,5,35,2022-09-01,502086.73,454922.11,0.55,-0.1037
28625,10,79,2024-04-01,1849645.27,2592818.46,0.71,0.2866
28626,10,79,2021-02-01,1063409.74,1378325.74,0.94,0.2285
28627,4,29,2021-11-01,2638445.94,2856612.2,0.41,0.0764
28628,10,78,2024-10-01,1085658.69,1310422.5,0.67,0.1715
28629,9,67,2025-02-01,2478977.97,3355642.1,0.82,0.2613
28630,10,79,2021-02-01,1441907.1,1806271.53,0.37,0.2017
28631,3,20,2022-02-01,1272969.29,1473959.46,0.29,0.1364
28632,5,33,2023-07-01,2622394.32,3366835.06,0.81,0.2211
28633,10,73,2023-12-01,4438867.32,4000750.67,0.68,-0.1095
28634,7,49,2021-09-01,1905358.47,1751513.14,0.88,-0.0878
28635,3,20,2022-04-01,252901.86,279190.97,0.5,0.0942
28636,3,18,2021-06-01,1372397.99,1828276.22,0.41,0.2493
28637,2,11,2024-05-01,4722713.01,6284994.35,0.82,0.2486
28638,5,39,2022-06-01,2750556.21,3969448.96,0.9,0.3071
28639,9,66,2020-01-01,902851.18,1298992.47,0.72,0.305
28640,7,54,2020-01-01,1174923.7,1552642.48,0.6,0.2433
28641,7,50,2020-03-01,1606692.92,2234208.63,0.68,0.2809
28642,8,59,2025-08-01,1524967.39,1973340.27,0.9,0.2272
28643,2,16,2021-06-01,3040874.24,3595664.8,0.68,0.1543
28644,9,65,2020-02-01,1308938.32,1858535.67,0.57,0.2957
28645,6,44,2023-04-01,2860611.63,4272737.44,0.91,0.3305
28646,5,35,2025-06-01,4298664.45,3897866.96,0.57,-0.1028
28647,4,31,2021-08-01,4450311.51,5882859.97,0.27,0.2435
28648,3,24,2021-11-01,3721587.46,5040298.76,0.32,0.2616
28649,3,20,2025-09-01,4058073.22,4093694.39,0.61,0.0087
28650,9,70,2022-05-01,3460985.5,3842545.64,0.81,0.0993
28651,5,40,2021-08-01,4921244.1,7193620.08,0.76,0.3159
28652,2,11,2020-08-01,532259.68,506348.29,0.24,-0.0512
28653,2,10,2022-12-01,2582101.19,2916512.56,0.74,0.1147
28654,10,75,2025-09-01,200083.82,218508.65,0.45,0.0843
28655,2,11,2025-08-01,4178547.02,6177825.13,0.33,0.3236
28656,2,14,2022-09-01,3017526.33,3517380.64,0.56,0.1421
28657,3,23,2025-02-01,3465163.25,3415551.55,0.76,-0.0145
28658,1,7,2025-07-01,1477940.69,1635024.84,0.65,0.0961
28659,2,14,2024-08-01,2514756.09,2811824.12,0.29,0.1056
28660,9,67,2025-07-01,2970876.19,3239600.83,0.58,0.0829
28661,3,20,2025-01-01,1901718.31,2494520.06,0.42,0.2376
28662,1,3,2023-07-01,1432749.86,1755527.49,0.52,0.1839
28663,3,22,2021-07-01,1476381.73,1580376.48,0.23,0.0658
28664,5,35,2024-02-01,1927139.34,2287538.95,0.52,0.1575
28665,4,31,2020-07-01,4979583.31,7123877.74,0.62,0.301
28666,6,44,2023-03-01,452694.11,554402.57,0.36,0.1835
28667,3,19,2025-06-01,4155407.34,3819377.8,0.79,-0.088
28668,1,8,2022-05-01,4552462.38,4667647.89,0.21,0.0247
28669,8,63,2025-10-01,4312314.77,6209046.37,0.3,0.3055
28670,6,44,2020-05-01,578580.81,525585.25,0.86,-0.1008
28671,4,32,2022-10-01,4031621.35,4529351.4,0.32,0.1099
28672,4,28,2022-06-01,2376653.61,3034976.16,0.92,0.2169
28673,6,47,2025-10-01,4388887.91,4158682.0,0.69,-0.0554
28674,10,73,2022-04-01,2309220.77,3268677.77,0.44,0.2935
28675,7,56,2024-04-01,157975.11,196232.8,0.28,0.195
28676,8,57,2025-06-01,3243444.34,3544155.1,0.88,0.0848
28677,8,57,2022-03-01,1424434.69,1942965.45,0.76,0.2669
28678,1,4,2023-09-01,3478850.65,4603833.51,0.23,0.2444
28679,5,33,2025-05-01,1998154.32,2720687.93,0.46,0.2656
28680,5,33,2020-03-01,601891.58,874088.54,0.53,0.3114
28681,3,21,2020-04-01,2205562.62,2169771.27,0.67,-0.0165
28682,1,1,2021-10-01,3452485.61,4547088.94,0.39,0.2407
28683,8,59,2021-12-01,1231380.53,1650058.84,0.39,0.2537
28684,6,48,2025-08-01,2966892.02,3103953.83,0.77,0.0442
28685,6,41,2023-02-01,2994413.38,3237585.47,0.93,0.0751
28686,5,33,2024-02-01,4665647.08,6270028.21,0.84,0.2559
