SnapshotID,HospitalID,DeptID,SnapshotDate,BedOccupancyRate,EquipmentUtilizationRate,StaffUtilizationRate,ERWaitTimeMinutes
7647,3,23,2024-08-05,0.34,0.4,0.34,20
7648,9,65,2024-01-25,0.7,0.49,0.78,6
7649,6,48,2023-12-04,0.38,0.21,0.51,8
7650,5,37,2020-08-26,0.65,0.47,0.36,54
7651,5,34,2021-03-05,0.61,0.18,0.68,8
7652,4,26,2023-06-09,0.55,0.65,0.49,48
7653,3,17,2023-09-20,0.73,0.44,0.85,63
7654,2,14,2021-06-10,0.8,0.63,0.64,35
7655,3,23,2023-01-20,0.28,0.51,0.34,43
7656,5,38,2025-01-15,0.36,0.34,0.78,8
7657,10,79,2020-06-17,0.42,0.8,0.8,1
7658,4,31,2020-06-25,0.92,0.5,0.77,15
7659,4,27,2021-11-22,0.32,0.11,0.5,7
7660,9,68,2025-08-16,0.87,0.45,0.66,41
7661,9,65,2024-10-20,0.29,0.53,0.57,17
7662,8,61,2024-10-03,0.8,0.36,0.31,0
7663,3,19,2024-05-18,0.93,0.3,0.45,17
7664,3,20,2023-03-31,0.55,0.74,0.81,168
7665,3,21,2025-09-05,0.89,0.75,0.58,24
7666,2,10,2021-01-10,0.81,0.59,0.53,62
7667,5,39,2022-07-11,0.59,0.43,0.32,53
7668,5,36,2020-03-31,0.42,0.7,0.76,4
7669,7,50,2025-01-12,0.95,0.73,0.85,2
7670,2,15,2023-12-19,0.92,0.89,0.5,21
7671,5,37,2020-06-05,0.31,0.2,0.54,83
7672,2,12,2020-05-17,0.24,0.81,0.48,43
7673,5,40,2020-06-08,0.68,0.71,0.55,13
7674,9,70,2023-08-31,0.47,0.23,0.6,60
7675,10,78,2021-03-14,0.25,0.4,0.46,22
7676,9,69,2024-07-28,0.47,0.57,0.33,16
7677,3,21,2021-10-30,0.61,0.39,0.87,132
7678,6,42,2022-12-06,0.51,0.62,0.67,25
7679,5,39,2020-01-09,0.98,0.58,0.52,3
7680,8,61,2021-02-03,0.74,0.55,0.55,9
7681,7,52,2025-01-13,0.98,0.47,0.71,18
7682,9,69,2022-07-27,0.47,0.78,0.5,1
7683,5,37,2022-12-25,0.61,0.23,0.68,15
7684,2,12,2020-06-13,0.64,0.9,0.56,24
7685,6,41,2021-03-11,0.89,0.4,0.69,11
7686,2,10,2024-06-26,0.95,0.58,0.6,1
7687,5,33,2023-12-10,0.6,0.71,0.92,33
7688,4,30,2023-10-24,0.38,0.4,0.6,8
7689,6,43,2022-10-09,0.22,0.7,0.93,57
7690,10,74,2022-01-11,0.65,0.53,0.67,29
7691,1,8,2024-07-03,0.5,0.33,0.85,69
7692,1,7,2020-03-22,0.36,0.71,0.43,10
7693,4,28,2022-03-17,0.45,0.66,0.91,22
7694,1,7,2023-11-04,0.45,0.73,0.73,53
7695,10,77,2022-07-16,0.42,0.23,0.7,9
7696,8,58,2020-11-23,0.38,0.77,0.66,1
7697,1,4,2023-02-22,0.38,0.73,0.75,54
7698,7,49,2025-06-11,0.73,0.62,0.31,42
7699,5,39,2024-12-09,0.92,0.29,0.54,13
7700,6,44,2023-12-13,0.91,0.4,0.39,31
7701,8,64,2025-04-24,0.51,0.12,0.94,56
7702,10,76,2020-11-12,0.53,0.7,0.85,9
7703,1,6,2022-09-20,0.21,0.62,0.9,4
7704,1,6,2024-01-31,0.58,0.81,0.87,13
7705,3,22,2023-12-18,0.79,0.65,0.65,73
7706,7,49,2020-12-17,0.87,0.28,0.88,14
7707,10,78,2022-10-18,0.33,0.77,0.41,31
7708,6,42,2025-07-08,0.31,0.8,0.89,60
7709,5,36,2024-03-13,0.32,0.34,0.84,24
7710,8,61,2022-12-23,0.6,0.71,0.35,24
7711,4,31,2024-11-14,0.45,0.58,0.57,3
7712,3,23,2020-06-25,0.97,0.66,0.67,21
7713,1,3,2022-07-05,0.39,0.14,0.78,11
7714,2,10,2023-07-08,0.65,0.35,0.64,27
7715,8,61,2021-01-24,0.94,0.22,0.85,61
7716,6,46,2023-10-18,0.53,0.8,0.89,45
7717,7,50,2022-03-30,0.55,0.86,0.43,39
7718,9,68,2022-05-12,0.88,0.77,0.54,16
7719,10,78,2025-05-15,0.95,0.8,0.83,19
7720,1,8,2020-02-13,0.93,0.52,0.77,0
7721,7,53,2025-08-05,0.99,0.58,0.66,39
7722,10,75,2024-01-21,0.65,0.75,0.52,19
7723,8,60,2021-11-12,0.36,0.35,0.92,8
7724,5,39,2025-05-11,0.21,0.47,0.86,73
7725,8,64,2020-09-10,0.57,0.48,0.78,12
7726,9,71,2021-10-19,0.32,0.25,0.53,13
7727,10,76,2025-10-12,0.9,0.1,0.79,13
7728,4,28,2022-09-05,0.66,0.51,0.9,132
7729,10,76,2023-02-06,0.53,0.15,0.8,7
7730,3,18,2023-12-17,0.27,0.26,0.93,42
7731,10,75,2023-07-19,0.4,0.73,0.55,3
7732,10,80,2025-01-29,0.78,0.43,0.79,32
7733,5,39,2023-04-08,0.74,0.76,0.46,13
7734,4,32,2024-03-26,0.74,0.19,0.32,21
7735,3,21,2024-08-07,0.95,0.31,0.51,25
7736,8,64,2025-01-13,0.41,0.48,0.32,11
7737,2,13,2020-01-27,0.68,0.71,0.38,3
7738,7,55,2021-08-05,0.22,0.13,0.42,7
7739,3,19,2021-04-15,0.77,0.15,0.9,22
7740,8,61,2025-01-12,0.93,0.49,0.5,2
7741,1,6,2021-07-22,0.77,0.38,0.75,5
7742,5,34,2021-05-13,0.69,0.14,0.43,15
7743,3,24,2022-06-21,0.33,0.54,0.53,0
7744,3,20,2021-02-26,0.62,0.17,0.64,42
7745,6,45,2025-08-12,0.27,0.36,0.72,44
7746,4,29,2023-09-08,0.53,0.63,0.64,34
7747,8,64,2020-07-17,0.3,0.4,0.46,5
7748,10,74,2023-12-30,0.77,0.6,0.93,5
7749,10,80,2020-08-15,0.64,0.27,0.45,15
7750,4,30,2021-05-14,0.96,0.65,0.89,5
7751,5,34,2023-08-19,0.61,0.2,0.81,127
7752,8,57,2024-03-16,0.94,0.26,0.6,4
7753,8,60,2023-12-13,0.79,0.95,0.88,150
7754,7,51,2024-04-26,0.89,0.14,0.86,20
7755,4,29,2025-01-14,0.67,0.36,0.55,10
7756,5,35,2024-01-02,0.7,0.69,0.49,20
7757,5,39,2024-08-27,0.88,0.5,0.94,1
7758,2,15,2025-06-06,0.43,0.77,0.84,21
7759,1,3,2020-11-20,0.5,0.91,0.58,51
7760,3,18,2023-04-25,0.59,0.57,0.85,4
7761,7,53,2020-11-24,0.96,0.29,0.73,27
7762,3,18,2022-09-17,0.34,0.28,0.52,16
7763,10,79,2022-05-29,0.84,0.46,0.92,30
7764,8,62,2020-01-24,0.26,0.47,0.45,5
7765,6,42,2024-12-04,0.83,0.36,0.4,22
7766,8,63,2025-01-10,0.38,0.65,0.66,87
7767,2,13,2020-01-20,0.71,0.66,0.82,50
7768,7,49,2022-01-16,0.64,0.15,0.63,5
7769,8,57,2021-09-19,0.45,0.15,0.87,5
7770,7,52,2024-09-21,0.72,0.89,0.43,11
7771,10,75,2025-04-06,0.47,0.43,0.57,26
7772,1,1,2025-08-06,0.32,0.29,0.93,62
7773,3,18,2022-01-10,0.8,0.18,0.75,33
7774,3,21,2021-03-05,0.85,0.37,0.65,0
7775,10,74,2023-07-20,0.87,0.41,0.47,10
7776,3,19,2024-09-04,0.77,0.69,0.56,1
7777,7,51,2025-07-13,0.58,0.8,0.62,7
7778,10,78,2024-03-01,0.94,0.24,0.93,26
7779,1,5,2022-08-07,0.84,0.31,0.73,43
7780,2,9,2021-10-28,0.29,0.42,0.52,13
7781,3,23,2022-05-19,0.23,0.42,0.41,9
7782,9,68,2022-06-20,0.83,0.57,0.57,52
7783,10,76,2022-12-20,0.54,0.76,0.92,1
7784,10,73,2024-06-05,0.65,0.22,0.84,14
7785,6,42,2024-11-29,0.59,0.8,0.46,3
7786,5,36,2022-09-20,0.48,0.18,0.47,31
7787,5,33,2023-11-27,0.9,0.51,0.67,87
7788,1,7,2021-08-08,0.51,0.9,0.68,45
7789,8,64,2025-10-22,0.47,0.81,0.81,42
7790,2,14,2023-06-11,0.56,0.37,0.56,101
7791,10,75,2022-08-09,0.74,0.9,0.63,7
7792,8,64,2024-03-26,0.43,0.6,0.65,60
7793,10,77,2024-08-12,0.91,0.44,0.49,40
7794,5,33,2023-08-10,0.67,0.88,0.58,6
7795,6,47,2020-10-30,0.86,0.56,0.87,39
7796,7,51,2025-07-24,0.92,0.95,0.7,5
7797,6,41,2021-11-16,0.71,0.44,0.35,11
7798,7,56,2021-06-25,0.64,0.75,0.5,17
7799,9,71,2022-03-15,0.34,0.72,0.57,73
7800,10,77,2021-01-02,0.92,0.25,0.56,40
7801,10,76,2022-11-05,0.23,0.91,0.62,81
7802,6,47,2024-10-19,0.51,0.61,0.53,36
7803,3,22,2022-01-09,0.84,0.29,0.76,19
7804,1,1,2021-10-22,0.87,0.89,0.64,1
7805,9,71,2023-04-01,0.6,0.44,0.35,1
7806,10,77,2023-05-05,0.53,0.16,0.31,19
7807,1,5,2020-06-25,0.48,0.31,0.46,31
7808,1,5,2022-02-07,0.94,0.77,0.91,20
7809,4,26,2022-08-09,0.25,0.5,0.77,0
7810,7,49,2020-10-03,0.37,0.12,0.39,55
7811,9,68,2020-12-14,0.57,0.29,0.83,56
7812,2,16,2022-03-17,0.56,0.75,0.43,10
7813,6,45,2021-11-16,0.62,0.58,0.86,2
7814,8,60,2020-11-18,0.32,0.79,0.68,7
7815,10,77,2022-03-15,0.33,0.7,0.71,36
7816,7,56,2020-08-08,0.55,0.59,0.31,4
7817,1,7,2024-07-31,0.63,0.26,0.56,58
7818,9,71,2024-11-22,0.27,0.16,0.45,46
7819,5,33,2021-04-06,0.39,0.83,0.53,1
7820,8,61,2024-09-05,0.86,0.62,0.62,7
7821,8,59,2024-01-28,0.53,0.67,0.31,39
7822,1,8,2025-05-25,0.64,0.22,0.7,24
7823,4,27,2023-04-27,0.65,0.63,0.37,2
7824,8,59,2022-02-04,0.59,0.28,0.37,31
7825,3,24,2023-05-10,0.71,0.25,0.79,69
7826,6,43,2022-02-11,0.23,0.42,0.52,6
7827,5,40,2022-02-08,0.41,0.62,0.76,10
7828,6,48,2024-05-08,0.82,0.81,0.47,3
7829,1,8,2021-06-29,0.45,0.12,0.38,48
7830,4,29,2025-10-06,0.73,0.62,0.87,4
7831,4,26,2025-09-09,0.78,0.61,0.31,12
7832,2,12,2024-03-26,0.31,0.82,0.84,23
7833,2,15,2022-04-23,0.73,0.76,0.62,24
7834,8,60,2023-09-12,0.78,0.11,0.87,1
7835,10,75,2023-11-14,0.36,0.82,0.88,70
7836,10,75,2020-06-01,0.28,0.2,0.52,31
7837,7,50,2024-02-11,0.23,0.39,0.93,14
7838,3,24,2025-07-14,0.81,0.51,0.66,19
7839,5,40,2020-09-21,0.53,0.47,0.54,74
7840,4,30,2023-07-24,0.4,0.16,0.44,2
7841,7,52,2021-03-02,0.57,0.36,0.8,15
7842,1,1,2021-02-26,0.5,0.15,0.72,49
7843,2,9,2025-01-10,0.31,0.69,0.73,6
7844,2,14,2025-10-25,0.72,0.4,0.72,55
7845,3,23,2022-04-29,0.64,0.54,0.86,33
7846,1,5,2023-07-28,0.57,0.35,0.7,1
7847,8,58,2023-08-14,0.91,0.64,0.83,15
7848,5,36,2023-06-03,0.85,0.9,0.56,25
7849,9,65,2025-10-07,0.24,0.34,0.35,4
7850,1,7,2022-04-25,0.6,0.58,0.61,3
7851,10,74,2022-04-15,0.55,0.65,0.71,70
7852,5,33,2025-07-19,0.96,0.84,0.38,11
7853,8,62,2025-02-04,0.92,0.13,0.35,84
7854,8,60,2025-09-14,0.84,0.36,0.57,68
7855,1,3,2022-11-16,0.39,0.49,0.94,63
7856,6,45,2023-12-30,0.66,0.6,0.4,10
7857,5,38,2024-11-01,0.96,0.64,0.42,40
7858,7,51,2020-12-04,0.9,0.56,0.36,26
7859,4,26,2020-02-28,0.92,0.82,0.35,23
7860,5,36,2024-05-24,0.62,0.52,0.39,49
7861,6,46,2024-06-16,0.55,0.24,0.68,22
7862,3,18,2025-06-07,0.44,0.61,0.4,8
7863,9,69,2024-06-26,0.57,0.3,0.94,12
7864,9,67,2025-04-26,0.55,0.7,0.55,8
7865,6,48,2024-06-05,0.85,0.69,0.88,57
7866,1,7,2020-05-22,0.8,0.32,0.6,45
7867,1,8,2025-06-18,0.52,0.4,0.83,69
7868,8,63,2024-10-05,0.36,0.2,0.69,0
7869,5,36,2024-10-11,0.47,0.35,0.44,33
7870,1,4,2023-04-24,0.5,0.33,0.68,60
7871,10,77,2025-05-19,0.86,0.88,0.57,41
7872,9,65,2024-08-16,0.93,0.63,0.6,8
7873,6,48,2021-10-15,0.91,0.68,0.55,61
7874,6,44,2022-08-13,0.78,0.76,0.88,25
7875,2,14,2020-11-22,0.59,0.29,0.5,32
7876,8,63,2023-04-09,0.48,0.95,0.87,97
7877,4,26,2022-08-09,0.91,0.15,0.58,13
7878,10,79,2022-05-26,0.22,0.17,0.35,41
7879,7,49,2024-07-15,0.38,0.75,0.53,79
7880,6,44,2020-03-22,0.74,0.2,0.32,10
7881,10,76,2025-02-20,0.72,0.83,0.63,34
7882,1,3,2020-12-23,0.36,0.72,0.3,1
7883,2,15,2022-08-13,0.64,0.76,0.32,9
7884,8,64,2023-10-31,0.97,0.82,0.68,42
7885,8,57,2024-11-05,0.35,0.92,0.94,1
7886,7,51,2020-01-19,0.95,0.43,0.32,2
7887,3,19,2024-10-05,0.2,0.92,0.32,0
7888,10,78,2020-04-16,0.55,0.54,0.91,24
7889,3,22,2022-06-01,0.63,0.23,0.93,33
7890,2,9,2025-10-06,0.21,0.72,0.75,14
7891,6,43,2024-12-02,0.4,0.27,0.62,63
7892,1,5,2022-09-18,0.47,0.66,0.7,17
7893,4,30,2024-11-18,0.36,0.87,0.64,19
7894,2,15,2021-07-24,0.52,0.33,0.69,15
7895,3,24,2023-06-02,0.61,0.45,0.81,56
7896,1,7,2020-11-16,0.83,0.21,0.82,6
7897,7,50,2020-12-03,0.29,0.84,0.86,7
7898,5,39,2025-09-27,0.98,0.87,0.48,4
7899,10,80,2023-09-04,0.4,0.84,0.85,3
7900,1,2,2022-01-29,0.53,0.15,0.88,13
7901,1,4,2023-11-08,0.93,0.1,0.77,161
7902,7,54,2024-07-08,0.41,0.1,0.33,35
7903,7,54,2024-01-19,0.32,0.21,0.5,1
7904,1,8,2025-01-01,0.22,0.15,0.91,18
7905,4,27,2024-08-25,0.54,0.67,0.38,23
7906,9,65,2024-11-17,0.23,0.57,0.74,8
7907,8,61,2020-07-13,0.41,0.25,0.86,112
7908,8,58,2021-08-24,0.89,0.59,0.76,2
7909,1,8,2023-03-12,0.61,0.58,0.75,145
7910,3,20,2023-07-01,0.98,0.18,0.6,41
7911,10,79,2022-03-03,0.97,0.76,0.74,10
7912,7,50,2022-02-01,0.56,0.38,0.77,90
7913,4,29,2023-11-09,0.38,0.68,0.5,2
7914,9,65,2021-11-27,0.78,0.45,0.82,35
7915,4,26,2022-12-29,0.73,0.39,0.36,34
7916,5,33,2025-08-13,0.52,0.6,0.36,61
7917,6,43,2020-03-10,0.85,0.3,0.71,101
7918,8,58,2024-07-04,0.25,0.12,0.45,8
7919,4,32,2022-01-04,0.48,0.33,0.37,32
7920,7,56,2023-01-04,0.79,0.44,0.86,22
7921,5,34,2023-03-31,0.9,0.5,0.38,9
7922,3,22,2021-07-13,0.92,0.55,0.83,43
7923,3,19,2024-03-21,0.79,0.49,0.73,2
7924,1,5,2021-12-14,0.72,0.48,0.81,26
7925,8,57,2024-08-21,0.35,0.5,0.37,12
7926,10,77,2022-01-27,0.37,0.48,0.37,3
7927,2,14,2024-05-01,0.86,0.69,0.56,2
7928,9,67,2021-07-08,0.74,0.83,0.36,11
7929,7,51,2023-10-17,0.57,0.64,0.37,3
7930,3,23,2022-11-15,0.3,0.69,0.9,17
7931,8,58,2021-11-09,0.32,0.4,0.71,12
7932,2,12,2020-01-26,0.34,0.47,0.8,37
7933,5,39,2023-05-03,0.56,0.59,0.56,1
7934,7,54,2023-11-08,0.73,0.69,0.83,24
7935,9,67,2022-12-12,0.89,0.79,0.43,95
7936,1,3,2021-08-06,0.32,0.41,0.59,2
7937,9,66,2022-10-23,0.88,0.71,0.65,10
7938,5,36,2020-08-14,0.99,0.94,0.34,40
7939,4,32,2021-09-27,0.37,0.14,0.56,45
7940,4,25,2022-02-27,0.6,0.88,0.58,13
7941,2,10,2025-01-29,0.41,0.17,0.81,16
7942,1,2,2025-03-10,0.61,0.69,0.45,25
7943,9,67,2022-08-22,0.94,0.25,0.61,32
7944,5,39,2022-02-26,0.62,0.5,0.83,7
7945,7,55,2022-10-23,0.48,0.58,0.63,83
7946,5,40,2024-10-10,0.79,0.74,0.77,14
7947,10,79,2024-04-29,0.46,0.23,0.64,31
7948,7,56,2023-07-13,0.63,0.61,0.6,2
7949,2,16,2023-04-26,0.66,0.3,0.81,103
7950,6,44,2021-08-24,0.37,0.51,0.5,14
7951,6,44,2023-02-02,0.76,0.47,0.33,22
7952,10,75,2022-09-25,0.75,0.52,0.35,40
7953,8,63,2021-02-18,0.7,0.43,0.64,42
7954,2,11,2022-07-08,0.94,0.48,0.65,50
7955,4,25,2024-02-28,0.61,0.7,0.59,31
7956,8,57,2020-06-29,0.38,0.25,0.41,18
7957,8,57,2023-08-21,0.89,0.42,0.51,13
7958,1,5,2021-08-27,0.23,0.9,0.9,33
7959,1,3,2025-03-03,0.98,0.69,0.84,0
7960,3,22,2022-07-28,0.79,0.26,0.57,8
7961,10,75,2023-10-12,0.46,0.9,0.86,24
7962,7,49,2020-08-13,0.61,0.68,0.86,96
7963,6,48,2024-01-18,0.53,0.58,0.43,23
7964,4,31,2022-01-31,0.81,0.54,0.4,6
7965,6,48,2025-10-21,0.39,0.87,0.56,80
7966,5,38,2022-05-26,0.89,0.59,0.72,2
7967,2,16,2025-02-24,0.27,0.75,0.48,10
7968,10,73,2022-05-19,0.93,0.2,0.46,49
7969,4,32,2022-02-02,0.7,0.93,0.89,15
7970,1,5,2022-02-21,0.61,0.15,0.72,5
7971,5,34,2021-07-14,0.92,0.91,0.55,50
7972,7,50,2022-01-23,0.53,0.94,0.68,4
7973,7,53,2023-03-27,0.43,0.6,0.62,8
7974,1,1,2024-10-28,0.96,0.33,0.87,11
7975,7,49,2024-02-23,0.24,0.8,0.82,5
7976,4,29,2023-07-07,0.28,0.9,0.82,37
7977,10,76,2023-01-03,0.4,0.1,0.47,25
7978,8,63,2021-10-21,0.86,0.57,0.68,17
7979,10,78,2023-07-03,0.89,0.41,0.86,38
7980,1,7,2020-10-10,0.74,0.66,0.4,37
7981,4,26,2021-01-07,0.41,0.57,0.65,0
7982,7,55,2022-07-22,0.76,0.88,0.91,33
7983,5,33,2025-01-14,0.53,0.85,0.53,67
7984,10,77,2023-12-15,0.61,0.66,0.31,12
7985,4,27,2024-06-30,0.89,0.2,0.79,47
7986,9,68,2020-10-15,0.5,0.37,0.61,42
7987,3,24,2024-12-01,0.5,0.2,0.83,75
7988,8,59,2021-10-21,0.9,0.85,0.6,64
7989,4,29,2024-08-05,0.33,0.34,0.49,4
7990,3,19,2021-11-05,0.98,0.84,0.65,13
7991,3,17,2021-04-13,0.49,0.79,0.71,7
7992,7,51,2020-02-15,0.57,0.69,0.83,4
7993,2,10,2024-01-19,0.91,0.46,0.88,22
7994,8,62,2021-10-15,0.39,0.91,0.59,3
7995,2,9,2023-03-16,0.7,0.5,0.53,75
7996,2,11,2022-03-12,0.85,0.67,0.42,12
7997,2,11,2024-08-13,0.72,0.58,0.89,12
7998,10,77,2024-12-08,0.28,0.63,0.66,23
7999,9,69,2024-01-14,0.66,0.8,0.65,14
8000,6,41,2025-04-14,0.59,0.14,0.82,14
8001,2,15,2023-01-31,0.87,0.25,0.72,12
8002,9,65,2022-05-19,0.54,0.83,0.39,34
8003,5,35,2025-05-10,0.5,0.19,0.62,52
8004,4,26,2023-08-26,0.36,0.81,0.82,83
8005,7,49,2022-10-10,0.94,0.31,0.69,3
8006,6,45,2023-10-01,0.77,0.62,0.77,6
8007,8,61,2023-07-16,0.58,0.85,0.32,24
8008,10,74,2020-04-29,0.96,0.48,0.71,27
8009,3,18,2022-09-15,0.92,0.5,0.43,22
8010,2,15,2020-06-08,0.36,0.61,0.66,14
8011,1,5,2025-03-29,0.48,0.66,0.49,5
8012,8,61,2025-04-02,0.74,0.58,0.49,6
8013,7,52,2020-09-27,0.63,0.74,0.48,3
8014,8,57,2025-10-24,0.52,0.56,0.63,48
8015,6,42,2025-01-05,0.9,0.81,0.93,38
8016,1,3,2024-01-08,0.45,0.1,0.93,8
8017,6,45,2023-08-13,0.23,0.22,0.31,8
8018,2,11,2022-05-21,0.22,0.5,0.87,6
8019,3,21,2021-12-19,0.93,0.59,0.63,9
8020,3,23,2021-01-14,0.63,0.46,0.58,4
8021,8,64,2024-09-27,0.42,0.23,0.75,30
8022,4,29,2024-03-27,0.3,0.28,0.39,30
8023,9,72,2023-12-30,0.28,0.82,0.95,22
8024,10,79,2023-12-15,0.23,0.21,0.91,39
8025,3,23,2023-10-28,0.55,0.75,0.41,72
8026,10,80,2023-02-10,0.86,0.63,0.43,35
8027,1,6,2024-04-08,0.91,0.8,0.81,17
8028,4,26,2025-09-21,0.52,0.17,0.71,4
8029,1,8,2020-07-24,0.94,0.65,0.87,1
8030,5,34,2021-01-24,0.6,0.64,0.89,7
8031,9,72,2024-10-18,0.86,0.65,0.76,10
8032,3,24,2025-07-30,0.49,0.23,0.8,26
8033,6,43,2023-04-01,0.27,0.53,0.8,11
8034,8,64,2023-04-08,0.86,0.35,0.33,24
8035,3,21,2020-12-09,0.31,0.44,0.9,43
8036,10,80,2025-09-24,0.23,0.56,0.78,77
8037,10,77,2023-05-28,0.47,0.22,0.62,19
8038,7,56,2021-06-22,0.34,0.92,0.36,81
8039,1,7,2020-08-10,0.59,0.62,0.94,9
8040,4,28,2024-01-15,0.75,0.16,0.61,56
8041,6,47,2020-08-17,0.52,0.43,0.62,22
8042,1,8,2022-07-22,0.33,0.48,0.6,35
8043,1,8,2022-02-06,0.8,0.33,0.93,18
8044,10,73,2021-03-25,0.6,0.33,0.5,12
8045,5,38,2025-10-16,0.52,0.87,0.41,117
8046,6,43,2025-07-09,0.27,0.51,0.47,10
8047,9,68,2022-05-15,0.62,0.35,0.82,15
8048,3,17,2020-10-14,0.36,0.85,0.86,16
8049,1,6,2022-01-20,0.53,0.35,0.65,4
8050,1,5,2021-05-29,0.35,0.46,0.76,19
8051,5,34,2020-10-05,0.63,0.54,0.54,30
8052,8,58,2021-01-03,0.39,0.26,0.91,37
8053,7,49,2024-07-02,0.52,0.94,0.39,11
8054,5,34,2021-01-09,0.88,0.13,0.6,111
8055,8,59,2021-02-04,0.43,0.2,0.78,51
8056,2,14,2023-07-13,0.34,0.47,0.65,16
8057,1,7,2024-03-08,0.78,0.69,0.48,12
8058,7,51,2022-02-02,0.29,0.42,0.55,4
8059,2,11,2023-09-17,0.32,0.81,0.34,2
8060,7,53,2024-05-02,0.39,0.74,0.59,48
8061,10,80,2022-05-24,0.24,0.91,0.44,16
8062,7,52,2023-04-05,0.22,0.75,0.4,31
8063,6,41,2023-10-21,0.69,0.36,0.56,39
8064,10,76,2025-07-29,0.62,0.34,0.4,4
8065,3,22,2020-11-04,0.63,0.61,0.64,60
8066,2,14,2022-08-13,0.7,0.19,0.57,3
8067,5,34,2022-12-27,0.99,0.82,0.94,8
8068,9,72,2021-07-25,0.25,0.18,0.7,32
8069,10,80,2025-01-31,0.48,0.11,0.66,87
8070,3,24,2023-06-10,0.39,0.17,0.6,28
8071,2,10,2021-05-02,0.46,0.83,0.51,24
8072,2,11,2023-08-02,0.44,0.18,0.53,29
8073,3,20,2022-10-04,0.9,0.22,0.38,34
8074,9,72,2022-08-04,0.72,0.55,0.67,46
8075,6,43,2023-12-17,0.92,0.3,0.65,27
8076,5,37,2023-09-03,0.91,0.87,0.37,7
8077,9,71,2022-01-16,0.56,0.48,0.54,6
8078,6,46,2023-02-04,0.64,0.35,0.91,81
8079,10,80,2023-11-08,0.22,0.32,0.87,4
8080,8,60,2025-07-18,0.39,0.81,0.57,71
8081,1,2,2022-01-02,0.32,0.19,0.74,36
8082,4,31,2025-03-16,0.93,0.8,0.72,13
8083,4,29,2024-02-10,0.26,0.9,0.68,23
8084,3,24,2022-12-24,0.96,0.81,0.73,2
8085,10,76,2022-10-24,0.33,0.73,0.85,20
8086,5,37,2024-03-14,0.4,0.31,0.46,34
8087,2,15,2023-10-22,0.55,0.72,0.46,38
8088,4,29,2025-08-19,0.88,0.86,0.3,128
8089,7,49,2022-04-11,0.62,0.34,0.91,10
8090,8,60,2020-03-15,0.51,0.56,0.66,14
8091,7,54,2023-06-09,0.33,0.59,0.64,25
8092,10,75,2025-03-03,0.49,0.33,0.58,20
8093,1,5,2022-01-17,0.92,0.92,0.79,28
8094,5,37,2020-07-23,0.61,0.44,0.82,10
8095,5,33,2024-04-25,0.28,0.11,0.35,20
8096,4,30,2021-12-29,0.73,0.74,0.54,15
8097,6,46,2024-06-11,0.8,0.9,0.65,4
8098,4,30,2022-04-14,0.39,0.87,0.48,12
8099,4,32,2023-09-03,0.34,0.89,0.91,22
8100,3,20,2023-06-21,0.32,0.64,0.73,17
8101,3,24,2021-12-29,0.7,0.19,0.8,62
8102,5,34,2024-02-23,0.26,0.13,0.78,24
8103,2,14,2024-01-27,0.72,0.28,0.51,0
8104,2,12,2025-03-10,0.89,0.76,0.32,4
8105,9,66,2025-09-02,0.67,0.68,0.45,20
8106,9,71,2021-03-06,0.48,0.29,0.38,74
8107,4,28,2020-06-25,0.48,0.26,0.88,4
8108,7,56,2022-08-21,0.89,0.46,0.69,7
8109,5,36,2020-04-20,0.5,0.47,0.56,4
8110,6,45,2021-06-27,0.3,0.51,0.69,27
8111,4,31,2024-11-08,0.62,0.54,0.52,14
8112,7,53,2022-07-01,0.99,0.55,0.81,24
8113,6,41,2020-06-15,0.45,0.42,0.87,34
8114,3,19,2022-11-15,0.94,0.78,0.83,1
8115,5,35,2021-01-14,0.43,0.94,0.45,9
8116,8,61,2022-09-12,0.85,0.75,0.49,27
8117,4,32,2022-05-18,0.53,0.94,0.42,1
8118,7,50,2025-01-27,0.49,0.5,0.46,60
8119,9,70,2024-02-18,0.6,0.48,0.56,10
8120,5,34,2024-03-10,0.76,0.72,0.79,6
8121,5,35,2023-01-17,0.43,0.17,0.7,17
8122,5,40,2021-05-30,0.85,0.38,0.55,11
8123,8,60,2020-07-07,0.95,0.7,0.77,6
8124,1,3,2023-07-28,0.53,0.73,0.67,30
8125,7,50,2025-04-22,0.97,0.16,0.46,9
8126,2,11,2020-08-18,0.76,0.76,0.77,39
8127,7,54,2021-01-02,0.41,0.3,0.4,56
8128,9,68,2020-02-16,0.42,0.68,0.86,2
8129,8,64,2025-04-23,0.97,0.34,0.94,60
8130,6,48,2025-01-03,0.58,0.7,0.93,50
8131,8,59,2025-05-26,0.32,0.46,0.74,52
8132,2,10,2020-02-20,0.48,0.63,0.75,10
8133,8,57,2024-02-09,0.72,0.19,0.53,3
8134,10,74,2020-12-08,0.7,0.82,0.72,6
8135,3,18,2025-03-19,0.4,0.59,0.52,0
8136,10,79,2024-03-07,0.91,0.27,0.44,2
8137,5,37,2024-10-06,0.6,0.5,0.83,22
8138,9,70,2021-02-23,0.27,0.46,0.72,36
8139,5,40,2023-02-05,0.93,0.6,0.62,38
8140,6,45,2022-11-29,0.63,0.29,0.95,80
8141,7,52,2025-07-19,0.37,0.84,0.72,50
8142,10,77,2020-06-14,0.2,0.37,0.46,0
8143,8,57,2020-10-01,0.41,0.61,0.44,77
